LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
B1	culture	noun	travel	культура	The customs, arts, and beliefs of a society.	She was fascinated by the culture of the country she was visiting.
B1	tourist	noun	travel	турист	A person who visits a place for pleasure or interest.	The city centre was full of tourists taking photographs.
B1	sightseeing	noun	travel	осмотр достопримечательностей	The activity of visiting famous or interesting places.	They spent the morning sightseeing and the afternoon relaxing.
B1	backpack	noun	travel	рюкзак	A bag carried on your back, used especially for hiking or travel.	She packed everything into a backpack and set off on her trip.
B1	feeling	noun	emotions	чувство	An emotional state or reaction.	She had a strange feeling that something was about to happen.
B1	excited	adjective	emotions	взволнованный	Feeling enthusiastic and eager about something that is going to happen.	The children were so excited about the trip to the theme park.
B1	nervous	adjective	emotions	нервный	Feeling worried or slightly afraid about something.	He was nervous before his driving test and his hands were shaking.
B1	disappointed	adjective	emotions	разочарованный	Sad because something you hoped for did not happen.	She was disappointed when she didn't get the job she applied for.
B1	proud	adjective	emotions	гордый	Feeling pleased and satisfied because of your achievements.	His parents were very proud when he graduated from university.
B1	embarrassed	adjective	emotions	смущённый	Feeling uncomfortable or shy because of something you said or did.	He was embarrassed when he forgot her name at the party.
B1	lonely	adjective	emotions	одинокий	Sad because you are alone or have no friends.	She felt lonely after moving to a new city where she knew nobody.
B1	confident	adjective	emotions	уверенный в себе	Feeling sure about yourself and your abilities.	She felt confident after months of preparation for the presentation.
B1	surprised	adjective	emotions	удивлённый	Feeling astonishment caused by something unexpected.	He was surprised to find a letter waiting for him when he got home.
B1	worried	adjective	emotions	обеспокоенный	Feeling anxious about something that might happen.	She was worried about her son who hadn't called in a week.
B1	society	noun	society	общество	The large group of people living together in a community.	Technology has changed the way modern society communicates.
B1	government	noun	society	правительство	The group of people who control and make decisions for a country.	The government announced new measures to reduce unemployment.
B1	law	noun	society	закон	A rule made by the government that everyone must obey.	There is a law against using your phone while driving.
B1	election	noun	society	выборы	An organised event at which people vote to choose a leader.	Millions of people voted in the general election last week.
B1	vote	verb	society	голосовать	To formally choose between options by marking a ballot.	She voted in every election since she turned eighteen.
B1	democracy	noun	society	демократия	A system of government in which citizens vote for their leaders.	They fought for democracy and the right to vote freely.
B1	citizen	noun	society	гражданин	A person who legally belongs to a particular country.	Every citizen has both rights and responsibilities.
B1	community	noun	society	сообщество	A group of people living in the same area or sharing common interests.	The local community raised money to restore the old church.
B1	tradition	noun	society	традиция	A custom or way of behaving that has existed for a long time.	It is a family tradition to have a big dinner on New Year's Eve.
B1	generation	noun	society	поколение	All the people born and living at about the same time.	The younger generation uses technology very differently from their parents.
B1	economy	noun	business	экономика	The system of trade and business in a country.	The economy grew by three percent last year.
B1	business	noun	business	бизнес	An organisation that buys and sells goods or services.	She started her own business selling handmade candles online.
B1	product	noun	business	продукт	Something made to be sold.	They launched a new product aimed at young people.
B1	customer	noun	business	клиент	A person who buys goods or services from a shop or business.	The shop offers a discount to loyal customers.
B1	advertise	verb	business	рекламировать	To tell people about a product through media to encourage them to buy it.	The company advertises its products on social media.
B1	profit	noun	business	прибыль	The money a business makes after paying all its costs.	The company made a large profit in its first year of trading.
B1	market	noun	business	рынок	The activity of buying and selling goods and services.	The new phone quickly captured a large share of the market.
B1	cost	noun	business	стоимость	The amount of money needed to buy or do something.	The cost of living in the capital is much higher than in rural areas.
B1	invest	verb	business	инвестировать	To put money into something to make a profit in the future.	She invested her savings in a small property.
B1	brand	noun	business	бренд	A name given to a product by the company that makes it.	He only buys one brand of coffee because he loves the taste.
B1	describe	verb	language	описывать	To give details about what someone or something is like.	He described the strange noise he had heard in the night.
B1	explain	verb	language	объяснять	To make something clear and easy to understand.	The teacher explained the new grammar rule slowly.
B1	argue	verb	language	спорить	To give reasons for or against something; to disagree with someone.	She argued that the new policy was unfair to young workers.
B1	discuss	verb	language	обсуждать	To talk about something with other people to share ideas.	They discussed the problem for an hour without finding a solution.
B1	agree	verb	language	соглашаться	To have the same opinion as someone else.	He agreed with her suggestion to postpone the meeting.
B1	suggest	verb	language	предлагать	To mention an idea or plan for someone to consider.	She suggested that they try the new restaurant on the high street.
B1	opinion	noun	language	мнение	Your personal view or judgement about something.	In my opinion, the film was too long.
B1	example	noun	language	пример	A thing that shows what something else is like.	She gave several examples to support her argument.
B1	translate	verb	language	переводить	To change words from one language into another.	He translated the letter from Spanish into English.
B1	communication	noun	language	общение	The activity of sharing information or feelings with others.	Good communication is the key to a successful relationship.
B1	technology	noun	technology	технология	The use of scientific knowledge for practical purposes.	New technology is changing the way people work.
B1	software	noun	technology	программное обеспечение	Programs used to operate a computer.	She updated the software on her laptop every week.
B1	device	noun	technology	устройство	A piece of equipment designed for a particular purpose.	He uses a small device to monitor his heart rate.
B1	network	noun	technology	сеть	A system of connected computers or people.	The company uses a secure network to protect its data.
B1	digital	adjective	technology	цифровой	Relating to information stored and processed by computers.	She prefers digital books because she can carry hundreds on one device.
B1	connect	verb	technology	подключаться	To join or link things or people together.	He connected his laptop to the projector for the presentation.
B1	update	verb	technology	обновлять	To add new information or the latest version of something.	She updated her profile picture on her social media account.
B1	data	noun	technology	данные	Facts and information, especially stored on a computer.	The researchers collected data from over a thousand participants.
B1	system	noun	technology	система	A set of things or parts that work together.	The new transport system has reduced travel times significantly.
B1	online	adjective	technology	онлайн	Connected to or available through the internet.	She completed the entire course online without attending any classes.
B1	improve	verb	personal_development	улучшать	To make something better.	She took extra lessons to improve her maths grade.
B1	develop	verb	personal_development	развивать	To grow or cause something to grow stronger or more advanced.	He wants to develop his public speaking skills.
B1	practice	noun	personal_development	практика	Doing something regularly to get better at it.	Regular practice is the only way to become a good musician.
B1	challenge	noun	personal_development	вызов/трудность	Something difficult that tests your abilities.	Learning to drive was a real challenge for her at first.
B1	progress	noun	personal_development	прогресс	Movement towards a better or more advanced state.	She made excellent progress in her first year of learning Chinese.
B1	opportunity	noun	personal_development	возможность	A chance to do something or achieve something.	Living abroad was a great opportunity to learn a new language.
B1	success	noun	personal_development	успех	The achievement of what you were trying to do.	Her success in business inspired many young women.
B1	decision	noun	personal_development	решение	A choice you make after thinking about something.	He made the difficult decision to quit his job and travel the world.
B1	responsibility	noun	personal_development	ответственность	Something you are expected to do as part of your role.	She took responsibility for organising the team's schedule.
B1	confident	adjective	personal_development	уверенный	Certain about your own ability to do something well.	After months of training, he felt confident enough to compete.
B1	health	noun	health	здоровье	The general condition of a person's body or mind.	Regular exercise is essential for good physical and mental health.
B1	exercise	noun	health	упражнение/зарядка	Physical activity done to keep fit and healthy.	She does thirty minutes of exercise every morning before work.
B1	diet	noun	health	диета/питание	The food and drink that a person regularly eats.	The doctor recommended a low-fat diet to improve her cholesterol.
B1	stress	noun	health	стресс	A feeling of worry and pressure caused by difficult situations.	His doctor told him to reduce stress and get more sleep.
B1	mental	adjective	health	психический/умственный	Relating to the mind or the state of the mind.	Mental health is just as important as physical health.
B1	injury	noun	health	травма	Harm done to a part of the body, often as a result of an accident.	He suffered a knee injury during the football match.
B1	treatment	noun	health	лечение	Medical care given to a patient for an illness or injury.	The doctor started the treatment immediately.
B1	symptom	noun	health	симптом	A sign that shows someone is ill.	Fatigue and a sore throat are common symptoms of this illness.
B1	disease	noun	health	болезнь	An illness affecting a person, animal, or plant.	The disease spread rapidly through the school.
B1	pharmacy	noun	health	аптека	A shop where medicines are sold or given out.	She went to the pharmacy to pick up her prescription.
B1	history	noun	education	история	The study of past events.	He studied history at university and became a teacher.
B1	science	noun	education	наука	The study of the physical and natural world through observation and experiment.	She won a prize at the national science competition.
B1	literature	noun	education	литература	Written works, especially novels, plays, and poetry considered to have artistic value.	She has a degree in English literature from Oxford University.
B1	research	noun	education	исследование	A careful study of a subject to discover new facts or ideas.	The research showed that sleep deprivation affects memory.
B1	knowledge	noun	education	знание	Facts, information, and skills gained through education.	Her knowledge of European history was impressive.
B1	university	noun	education	университет	A place of higher education where students study for degrees.	He applied to five universities and was accepted by three.
B1	degree	noun	education	учёная степень/диплом	A qualification awarded by a university after completing a course.	She has a degree in economics from a top university.
B1	lecture	noun	education	лекция	A talk given to a group of students or people to teach something.	The professor gave an interesting lecture on climate change.
B1	essay	noun	education	эссе	A short piece of writing on one subject.	She wrote a three-thousand-word essay on Shakespeare.
B1	examination	noun	education	экзамен (официальный)	A formal test of someone's knowledge of a subject.	She passed all her final examinations with high marks.
B1	relationship	noun	relationships	отношения	The way in which two or more people feel about and behave towards each other.	They had a close relationship built on trust and respect.
B1	marriage	noun	relationships	брак	The legal relationship between two people who are husband and wife.	They celebrated twenty years of happy marriage.
B1	divorce	noun	relationships	развод	The legal ending of a marriage.	The divorce was difficult for the whole family, especially the children.
B1	argument	noun	relationships	ссора/спор	A disagreement between people.	They had a serious argument about money and didn't speak for days.
B1	trust	noun	relationships	доверие	A belief that someone is honest and will not harm you.	Trust is the most important part of any friendship.
B1	support	verb	relationships	поддерживать	To help someone emotionally or practically.	Her friends supported her through a very difficult time.
B1	respect	noun	relationships	уважение	A feeling of admiration for someone because of their qualities.	She had great respect for her grandmother's wisdom and kindness.
B1	forgive	verb	relationships	прощать	To stop feeling angry at someone who has done something wrong.	It took her years to forgive him for what he had done.
B1	jealous	adjective	relationships	ревнивый	Feeling upset because someone else has something you want.	He was jealous of his brother's success in sport.
B1	involve	verb	relationships	вовлекать	To include someone in an activity or decision.	She tried to involve all the team members in the planning process.
B1	planet	noun	environment	планета	A large spherical body that orbits a star.	We must protect our planet for future generations.
B1	damage	verb	environment	наносить вред	To cause physical harm to something.	Heavy rain damaged the roof of the old building.
B1	protect	verb	environment	защищать	To keep someone or something safe from harm.	The government must protect endangered species from poachers.
B1	disaster	noun	environment	катастрофа	A sudden event that causes great damage and suffering.	The earthquake was one of the worst natural disasters in recorded history.
B1	flood	noun	environment	наводнение	A large amount of water covering an area that is usually dry.	The flood destroyed hundreds of homes in the valley below the dam.
B1	earthquake	noun	environment	землетрясение	A sudden violent shaking of the ground caused by movements in the earth.	The earthquake measured 7.2 on the Richter scale and destroyed many buildings.
B1	affect	verb	environment	влиять	To have an effect on something or someone.	Air pollution affects the health of millions of people in large cities.
B1	campaign	noun	society	кампания	An organised series of activities to achieve a social goal.	She joined a campaign to raise awareness about plastic pollution in the ocean.
B1	benefit	noun	society	польза/выгода	An advantage or helpful result of something.	The benefits of regular exercise are well documented by scientists.
B1	freedom	noun	society	свобода	The power or right to act, speak, or think without restriction.	Freedom of speech is a fundamental right in a democratic society.
B1	equal	adjective	society	равный	The same in size, degree, or value; having the same rights.	Everyone should have equal access to quality education.
B1	tax	noun	economy	налог	Money paid to the government by citizens to fund public services.	The government raised taxes to fund the construction of new hospitals.
B1	debt	noun	economy	долг	Money that is owed to someone else.	She worked hard to pay off her student debt within five years of graduating.
B1	trade	noun	economy	торговля	The activity of buying and selling goods and services.	International trade has grown significantly over the past century.
B1	import	verb	economy	импортировать	To bring goods into a country from another country.	The country imports most of its oil from the Middle East.
B1	export	verb	economy	экспортировать	To send goods to another country for sale.	Brazil exports large quantities of coffee to Europe and North America.
B1	currency	noun	economy	валюта	The system or type of money used in a country.	The euro is the currency used in most of the European Union.
B1	inflation	noun	economy	инфляция	A general rise in prices in an economy.	High inflation means that people can buy less with the same amount of money.
B1	crisis	noun	economy	кризис	A time of great difficulty or danger.	The financial crisis of 2008 affected economies all around the world.
B1	increase	verb	economy	увеличивать	To become or make something larger in size or number.	The company increased its prices by five percent at the start of the year.
B1	reduce	verb	economy	уменьшать	To make something smaller in size, amount, or degree.	They reduced their energy consumption by installing solar panels on the roof.
B1	commentary	noun	media	комментарий/репортаж	A spoken description of an event as it happens; a written analysis.	The live commentary kept listeners informed throughout the game.
B1	headline	noun	media	заголовок	The title of a newspaper story printed in large letters.	The scandal made the front page headline of every national newspaper.
B1	press	noun	media	пресса	Newspapers and the journalists who write for them.	The press reported extensively on the government scandal throughout the week.
B1	article	noun	media	статья	A piece of writing in a newspaper or magazine.	She wrote an article about climate change for the school magazine.
B1	report	verb	media	сообщать	To give information about something that has happened.	The journalist reported on the conflict from inside the war zone.
B1	channel	noun	media	канал	A television or radio station.	He switched to a sports channel to watch the live football game.
B1	circulate	verb	media	распространять/циркулировать	To pass information or items from person to person.	She circulated the meeting notes by email to all team members.
B1	review	noun	media	обзор/рецензия	A piece of writing giving an opinion about a book, film, or event.	The restaurant received excellent reviews in the local press.
B1	ancient	adjective	history	древний	Very old; belonging to a period long ago in history.	The ancient ruins attracted thousands of visitors every single year.
B1	century	noun	history	век	A period of one hundred years.	The painting was created at the beginning of the nineteenth century.
B1	revolution	noun	history	революция	A dramatic change in a political or social system.	The French Revolution transformed the whole structure of society forever.
B1	independence	noun	history	независимость	The state of being free from outside control.	The country gained independence in 1947 after decades of colonial rule.
B1	empire	noun	history	империя	A group of countries under the control of one ruler.	The Roman Empire stretched across most of Europe and North Africa.
B1	battle	noun	history	битва	A fight between groups of people, especially in a war.	The battle lasted three days and resulted in heavy casualties on both sides.
B1	performance	noun	arts	выступление	An act of performing a play, concert, or other entertainment.	The ballet performance received a standing ovation from the audience.
B1	exhibition	noun	arts	выставка	A public display of art or other items of interest.	The art gallery is hosting an exhibition of contemporary sculptures.
B1	concert	noun	arts	концерт	A live performance of music before an audience.	She bought tickets for the concert many months in advance.
B1	instrument	noun	arts	инструмент (музыкальный)	An object used to make music, such as a piano or a violin.	Learning a musical instrument requires patience and regular daily practice.
B1	character	noun	arts	персонаж	A person in a book, film, or play.	The main character in the novel is a young woman who travels the world alone.
B1	novel	noun	arts	роман	A long written story with characters and a plot.	She spent two years writing her first novel about her grandmother.
B1	fiction	noun	arts	художественная литература	Books and stories about imaginary events and people.	She prefers reading fiction to non-fiction because she enjoys stories.
B1	scene	noun	arts	сцена	A part of a film or play in which events happen in one place.	The most dramatic scene in the film is the confrontation at the end.
B1	experiment	noun	science_b1	эксперимент	A scientific test done to learn about something.	The students carried out an experiment to test which material was the strongest.
B1	laboratory	noun	science_b1	лаборатория	A room or building with equipment for scientific experiments.	She spent hours in the laboratory carefully analysing the water samples.
B1	result	noun	science_b1	результат	The final outcome of an action or experiment.	The test results showed that the vaccine was ninety percent effective.
B1	substance	noun	science_b1	вещество	A type of solid, liquid, or gas with specific properties.	The scientist identified an unknown substance in the water sample.
B1	chemical	adjective	science_b1	химический	Relating to chemistry or produced by chemical processes.	The factory was accused of releasing harmful chemical waste into the river.
B1	process	noun	science_b1	процесс	A series of actions that produce a result.	The manufacturing process was automated to improve efficiency and reduce costs.
B1	mixture	noun	science_b1	смесь	A combination of different things.	The mixture of colours produced an unexpected shade of purple.
B1	solve	verb	science_b1	решать (задачу)	To find an answer to a problem or question.	Scientists are working hard to solve the problem of antibiotic resistance.
B1	patient	adjective	personal_development	терпеливый	Able to wait for a long time without becoming angry or upset.	You need to be patient when learning a new language — it takes time.
B1	generous	adjective	personal_development	щедрый	Willing to give more than is necessary or expected.	She was so generous that she donated half her salary to charity.
B1	brave	adjective	personal_development	смелый	Willing to do something difficult or dangerous without showing fear.	He was brave enough to stand up and speak in front of the whole school.
B1	clever	adjective	personal_development	умный	Good at learning and understanding things quickly.	She was clever enough to solve the puzzle in under five minutes.
B1	talent	noun	personal_development	талант	A natural ability to do something well.	He showed a remarkable talent for music from a very early age.
B1	ambition	noun	personal_development	амбиция	A strong desire to achieve something great.	Her ambition was to become the first in her family to go to university.
B1	aim	noun	personal_development	цель	The thing you are trying to achieve.	The aim of the project is to reduce plastic waste in local schools.
B1	fail	verb	personal_development	терпеть неудачу	To not succeed in doing something.	He failed his driving test twice before finally passing on the third attempt.
B1	attempt	verb	personal_development	попытаться	To try to do something, especially something difficult.	She attempted to climb the mountain but turned back due to bad weather.
B1	encourage	verb	personal_development	поощрять	To give someone support or confidence to do something.	The teacher encouraged her students to ask questions and think critically.
B1	persevere	verb	personal_development	настойчиво продолжать	To continue doing something even when it is difficult.	She persevered with her studies despite many setbacks along the way.
B1	motivate	verb	personal_development	мотивировать	To make someone want to do something by giving them a reason.	The coach motivated the team with an inspiring speech before the match.
B1	habit	noun	daily_life	привычка	Something you do regularly, often without thinking.	Checking his phone first thing in the morning had become a bad habit.
B1	schedule	noun	daily_life	расписание	A plan of activities with the times they will happen.	She kept a strict schedule to balance work and family life.
B1	routine	noun	daily_life	распорядок дня	A regular way of doing things in the same order.	His morning routine helped him feel organised for the day ahead.
B1	appointment	noun	daily_life	встреча/приём	An arrangement to meet someone or see a professional at a fixed time.	She made an appointment with the dentist for the following Tuesday.
B1	queue	verb	daily_life	стоять в очереди	To wait in a line for something.	People queued for hours outside the shop to buy the new phone.
B1	delay	noun	daily_life	задержка	A period of time by which something is late.	There was a two-hour delay at the airport due to bad weather.
B1	convenient	adjective	daily_life	удобный	Fitting in well with needs or plans; easy to use.	The supermarket near her office was very convenient for lunchtime shopping.
B1	ordinary	adjective	daily_life	обычный	Normal and not special or different.	It was just an ordinary Tuesday until something extraordinary happened.
B1	typical	adjective	daily_life	типичный	Having all the usual qualities of a particular person or thing.	This is a typical example of how poor communication causes problems.
B1	tend	verb	daily_life	иметь тенденцию	To usually do or be something.	She tends to arrive early for meetings so she can prepare.
B1	profession	noun	work_career	профессия	A job that requires special training or qualifications.	She chose the profession of architecture after years of study.
B1	workplace	noun	work_career	рабочее место	The place where you go to do your job.	Good communication is essential in any workplace.
B1	resign	verb	work_career	увольняться (по собственному желанию)	To officially leave your job by choice.	He resigned from his position after disagreeing with the management.
B1	unemployed	adjective	work_career	безработный	Not having a paid job.	She was unemployed for six months before finding a new position.
B1	contract	noun	work_career	контракт	A written legal agreement between two parties about work or services.	She signed a two-year contract with the new company.
B1	deadline	noun	work_career	срок сдачи/дедлайн	The latest time or date by which something must be done.	He worked through the night to finish the report before the deadline.
B1	overtime	noun	work_career	сверхурочная работа	Time worked beyond the normal hours, usually paid extra.	She worked overtime every evening to finish the project on time.
B1	dismiss	verb	work_career	увольнять	To officially tell someone their job has ended.	He was dismissed from his job after repeated lateness.
B1	workforce	noun	work_career	рабочая сила	All the people who work for a company or in a country.	The company reduced its workforce by twenty percent.
B1	permanent	adjective	work_career	постоянный	Lasting forever or for a very long time; not temporary.	After six months on a temporary contract she got a permanent position.
B1	temporary	adjective	work_career	временный	Lasting only for a limited period of time.	He took a temporary job at the supermarket over the summer.
B1	intern	noun	work_career	стажёр	A student or trainee who works for a period of time to get experience.	She worked as an intern at the magazine for three months.
B1	bonus	noun	work_career	бонус/премия	An extra payment given to an employee for good work.	She received a generous bonus at the end of the financial year.
B1	promotion	noun	work_career	повышение по службе	The act of being moved to a higher or more important position at work.	He was given a promotion after successfully leading the new project.
B1	pesticide	noun	nature	пестицид	A chemical used to kill insects or other organisms that harm crops.	The farmer used pesticides carefully to protect the harvest without harming bees.
B1	endangered	adjective	nature	находящийся под угрозой исчезновения	At risk of becoming extinct.	The rare bird is now endangered due to the loss of its natural habitat.
B1	meadow	noun	nature	луг	An area of grassland, often used for grazing animals or growing hay.	The children ran through the meadow chasing butterflies on a warm afternoon.
B1	sanctuary	noun	nature	заповедник	A place where wild animals are protected and can live safely.	The bird sanctuary provides a safe haven for over two hundred endangered species.
B1	wetland	noun	nature	болотистые угодья	An area of land covered with water or saturated with moisture.	Wetlands are home to thousands of species of birds and fish.
B1	vegetation	noun	nature	растительность	The plants that grow in a particular area or region.	The dense vegetation in the rainforest provides shelter for countless species.
B1	landscape	noun	nature	пейзаж	The appearance of an area of land, including hills and rivers.	The landscape changed dramatically as they drove further north.
B1	soil	noun	nature	почва	The top layer of the earth in which plants grow.	The farmers tested the soil to see which crops would grow best.
B1	heatwave	noun	nature	волна жары	A prolonged period of abnormally hot weather.	The heatwave caused widespread wildfires and water shortages across the region.
B1	glacier	noun	nature	ледник	A large slow-moving mass of ice formed from compressed snow.	The glacier had shrunk significantly over the past fifty years due to warming temperatures.
B1	plant	noun	nature	растение	A living organism that grows in soil and has leaves and roots.	She grew many different plants in her small garden.
B1	waterfall	noun	nature	водопад	A stream of water falling from a height over a cliff or rock.	The waterfall thundered down into the pool below, creating a fine mist.
B1	path	noun	nature	тропа	A narrow track for walking, often through nature.	They followed a narrow path through the forest for several miles.
B1	explore	verb	travel	исследовать	To travel around a new place to find out about it.	She explored the old city on foot for three days.
B1	abroad	adverb	travel	за рубежом	In or to a foreign country.	He spent a year working abroad after finishing university.
B1	landmark	noun	travel	достопримечательность	A well-known and easily recognisable building or feature.	The Eiffel Tower is the most famous landmark in Paris.
B1	route	noun	travel	маршрут	The way you take to get from one place to another.	She planned the route carefully before starting the long drive.
B1	baggage	noun	travel	багаж	Bags and cases that travellers carry on a journey.	She checked her baggage in at the desk and kept only her hand luggage.
B1	customs	noun	travel	таможня	The official place at a border or airport where goods are checked.	He had to declare his purchases when passing through customs.
B1	terminal	noun	travel	терминал (аэропорта/вокзала)	A building where passengers begin and end a journey.	The international terminal at the airport was busy with holiday travellers.
B1	itinerary	noun	travel	маршрут поездки	A detailed plan of a journey, listing places and times.	She printed out the itinerary and gave a copy to everyone in the group.
B1	exchange	noun	travel	обмен (валюты)	The act of giving one thing and receiving another in return.	The exchange rate was very favourable when she visited last summer.
B1	stopover	noun	travel	промежуточная остановка	A short stay in a place between two parts of a journey.	They had a six-hour stopover in Dubai before catching their connecting flight.
B1	layover	noun	travel	пересадка/ожидание рейса	A period of waiting at an airport or station during a long journey.	The long layover gave them time to explore the airport's restaurants.
B1	package	noun	travel	пакетный тур	A holiday where travel, accommodation, and meals are all included.	They booked a package holiday to Spain for two weeks.
B1	guidebook	noun	travel	путеводитель	A book giving information about a place for travellers or tourists.	She consulted her guidebook to find the best restaurants in the city.
B1	relief	noun	emotions	облегчение	A feeling of happiness that something unpleasant has not happened.	She felt great relief when she heard the test results were normal.
B1	frustrated	adjective	emotions	разочарованный/расстроенный	Feeling annoyed because you cannot do or achieve something.	She was frustrated that the computer kept crashing during her presentation.
B1	resentful	adjective	emotions	обиженный/негодующий	Feeling angry and bitter because you have been treated unfairly.	She was resentful of the praise her colleague received for her own idea.
B1	ashamed	adjective	emotions	стыдящийся	Feeling bad about something you have done wrong.	She was ashamed of her behaviour and apologised immediately.
B1	hopeful	adjective	emotions	полный надежды	Feeling that what you want will happen.	She was hopeful about the interview results after the warm reception.
B1	miserable	adjective	emotions	несчастный	Very unhappy and uncomfortable.	He was miserable for weeks after his dog died.
B1	anxious	adjective	emotions	тревожный	Feeling worry and unease about uncertain events.	She was anxious about starting at a new school in September.
B1	angry	adjective	emotions	злой	Feeling or showing strong displeasure.	He was angry when he found out someone had lied to him.
B1	content	adjective	emotions	довольный	Happy and satisfied with your life or situation.	She felt content sitting by the fire with a good book.
B1	grateful	adjective	emotions	благодарный	Feeling or showing thanks for something you have received.	He was truly grateful for all the help his friends gave him.
B1	scared	adjective	emotions	испуганный	Feeling fear because of a specific danger or threat.	The child was scared of the dark and always slept with a light on.
B1	delighted	adjective	emotions	восхищённый	Very pleased and happy about something.	She was delighted when she found out she had passed all her exams.
B1	overwhelmed	adjective	emotions	подавленный/захлёстнутый чувствами	Feeling that a situation is too difficult or intense to handle.	She felt overwhelmed by the amount of work she had to complete in one week.
B1	bored	adjective	emotions	скучающий	Feeling unhappy because something is not interesting.	She was bored during the long meeting and kept looking at the clock.
B1	activism	noun	society	активизм	The use of campaigns or demonstrations to achieve social or political change.	Student activism played a key role in pushing for education reform.
B1	civic	adjective	society	гражданский	Relating to citizens and their rights and responsibilities.	Voting is a civic duty that every adult should exercise.
B1	equality	noun	society	равенство	The state of having the same rights and opportunities as everyone else.	The movement fought for equality in the workplace regardless of gender.
B1	census	noun	society	перепись населения	An official count of the population recording details such as age and occupation.	The national census is conducted every ten years.
B1	petition	noun	society	петиция	A formal written request signed by many people demanding action.	She organised a petition asking the council to keep the local park open.
B1	privilege	noun	society	привилегия	A special advantage or right available to a particular person or group.	Access to good education is still a privilege rather than a right for many.
B1	hardship	noun	society	лишения/тяготы	Difficult conditions that involve suffering or lack of resources.	Many families faced serious hardship during the economic recession.
B1	diversity	noun	society	разнообразие	The presence of many different types of people or things.	The school celebrates the diversity of its student body.
B1	consent	noun	society	согласие	Permission or agreement for something to happen.	Both parties must give their informed consent before the procedure.
B1	integration	noun	society	интеграция	The process of bringing different groups into equal membership of a society.	Social integration of newcomers requires effort from both sides.
B1	finance	noun	business	финансы	The management of money and financial matters.	She studied finance at university and now works for a bank.
B1	manufacture	verb	business	производить	To make goods in large quantities, usually in a factory.	The company manufactures electronic components for export.
B1	distribute	verb	business	распространять	To supply goods to businesses or customers.	The firm distributes organic food products to restaurants across the country.
B1	overhead	noun	business	накладные расходы	The regular costs of running a business that do not vary with output.	Renting a smaller office would reduce their monthly overhead.
B1	wholesale	adjective	business	оптовый	Relating to the selling of goods in large quantities to businesses.	The wholesale price was much lower than the retail price in the shops.
B1	launch	verb	business	запускать (продукт)	To introduce a new product or service to the public.	The company launched its new product at an international trade fair.
B1	supplier	noun	business	поставщик	A person or company that provides goods or services.	They found a cheaper supplier for the raw materials.
