LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
A1	write	verb	basic_verbs	писать	To make letters or words on paper with a pen or pencil.	She wrote her name at the top of the page.
A1	speak	verb	basic_verbs	говорить	To say words or express yourself using your voice.	He speaks three languages fluently.
A1	listen	verb	basic_verbs	слушать	To pay attention to a sound or to what someone is saying.	She listened carefully to the teacher's instructions.
A1	see	verb	basic_verbs	видеть	To notice something with your eyes.	I can see the mountains from my bedroom window.
A1	give	verb	basic_verbs	давать	To hand something to someone or let them have it.	She gave him a present on his birthday.
A1	take	verb	basic_verbs	брать	To move something from one place and carry it somewhere else.	He took an umbrella because it looked like rain.
A1	buy	verb	basic_verbs	покупать	To get something by paying money for it.	She went to the shop to buy some milk.
A1	school	noun	education	школа	A place where children go to learn.	She starts at her new school on Monday.
A1	teacher	noun	education	учитель	A person whose job is to teach in a school.	The teacher wrote the new words on the board.
A1	student	noun	education	ученик	A person who is studying at a school or university.	Each student must bring their own pencil to the exam.
A1	book	noun	education	книга	A set of printed pages held together inside a cover.	She borrowed a book from the library to read over the weekend.
A1	pen	noun	education	ручка	A thin object used for writing with ink.	He wrote his essay with a blue pen.
A1	bag	noun	education	сумка	A container made of soft material used for carrying things.	She packed her school bag the night before.
A1	dog	noun	animals	собака	A common animal kept as a pet that barks.	Their dog barks every time someone rings the doorbell.
A1	cat	noun	animals	кошка	A small furry animal kept as a pet that purrs and meows.	The cat sat on the warm radiator all day.
A1	bird	noun	animals	птица	An animal with feathers and wings that can usually fly.	A small bird landed on the branch outside her window.
A1	fish	noun	animals	рыба	An animal that lives in water and uses fins to swim.	He caught three fish in the river that afternoon.
A1	horse	noun	animals	лошадь	A large animal with four legs that people ride.	She learned to ride a horse when she was eight.
A1	big	adjective	descriptions	большой	Large in size.	They live in a big house with a large garden.
A1	small	adjective	descriptions	маленький	Not large in size.	She put the keys in a small box on the shelf.
A1	old	adjective	descriptions	старый	Having existed for a long time; not young or new.	He drove an old car that broke down constantly.
A1	new	adjective	descriptions	новый	Recently made, bought, or discovered.	She was excited to wear her new dress to the party.
A1	good	adjective	descriptions	хороший	Of high quality or standard; satisfactory.	He got a good grade on his maths test.
A1	bad	adjective	descriptions	плохой	Of poor quality; not good.	The weather was so bad that they stayed indoors all day.
A2	shop	noun	shopping	магазин	A building where goods are sold to customers.	She went to the shop on the corner to buy some bread.
A2	price	noun	shopping	цена	The amount of money you pay to buy something.	The price of petrol has gone up again this month.
A2	money	noun	shopping	деньги	Coins and notes used to buy things.	He saved his money for three months to buy the new phone.
A2	pay	verb	shopping	платить	To give money in exchange for goods or services.	She paid for her groceries with a credit card.
A2	sell	verb	shopping	продавать	To give something to someone in exchange for money.	He sells handmade jewellery at the weekend market.
A2	cheap	adjective	shopping	дешёвый	Costing little money; not expensive.	The market sells cheap fruit and vegetables.
A2	expensive	adjective	shopping	дорогой	Costing a lot of money.	The restaurant was too expensive so they went somewhere else.
A2	cash	noun	shopping	наличные	Money in the form of coins and notes rather than cards.	He paid in cash because the card machine was broken.
A2	receipt	noun	shopping	чек	A piece of paper showing what you bought and how much you paid.	Keep your receipt in case you need to return the item.
A2	sale	noun	shopping	распродажа	A time when goods are sold at reduced prices.	She bought the coat in the January sale for half price.
A2	bus	noun	transport	автобус	A large road vehicle that carries passengers on a fixed route.	She takes the bus to work because parking is difficult.
A2	train	noun	transport	поезд	A vehicle that travels on rails carrying passengers or goods.	The train to London departs at nine fifteen.
A2	car	noun	transport	автомобиль	A motor vehicle with four wheels used to transport people.	He bought a second-hand car when he passed his driving test.
A2	taxi	noun	transport	такси	A car with a driver that you pay to take you somewhere.	She called a taxi to take her to the airport.
A2	airport	noun	transport	аэропорт	A place where aircraft take off and land, with buildings for passengers.	They arrived at the airport two hours before their flight.
A2	ticket	noun	transport	билет	A piece of paper or card that shows you have paid to travel or enter somewhere.	He bought a return ticket to Edinburgh for the weekend.
A2	station	noun	transport	вокзал	A place where buses or trains stop to let people get on and off.	She waited at the station for the next train to arrive.
A2	platform	noun	transport	платформа	The long flat area beside a railway track where passengers stand.	The train to Manchester leaves from platform four.
A2	drive	verb	transport	водить (машину)	To operate and control a vehicle.	He drove for three hours before stopping for a break.
A2	fly	verb	transport	лететь	To travel through the air in an aircraft.	She flew to Paris for a long weekend.
A2	sunny	adjective	weather	солнечный	Bright with light from the sun.	It was a sunny day so they had lunch in the garden.
A2	cloudy	adjective	weather	облачный	Having many clouds in the sky.	It was cloudy all day but it never actually rained.
A2	rainy	adjective	weather	дождливый	With a lot of rain falling.	They had to cancel the picnic because the day was rainy.
A2	cold	adjective	weather	холодный	Having a low temperature; not warm.	It was so cold outside that she wore two coats.
A2	hot	adjective	weather	жаркий	Having a high temperature; not cold.	It was too hot to play outside in the afternoon.
A2	wind	noun	weather	ветер	Air that moves naturally across the earth's surface.	The strong wind blew the leaves off the trees.
A2	snow	noun	weather	снег	Small soft white pieces of frozen water that fall from the sky.	The children built a snowman in the garden after the snow fell.
A2	rain	noun	weather	дождь	Water that falls from clouds in small drops.	She forgot her umbrella and got soaked in the rain.
A2	temperature	noun	weather	температура	How hot or cold something is, measured in degrees.	The temperature dropped below zero overnight.
A2	weather	noun	weather	погода	The condition of the atmosphere at a particular time and place.	The weather forecast said it would be warm and dry all week.
A2	subject	noun	school	учебный предмет	An area of knowledge that you study in school.	Her favourite subject at school is biology.
A2	homework	noun	school	домашнее задание	School work that students do at home after school.	She spent two hours doing her maths homework.
A2	exam	noun	school	экзамен	A formal test to measure your knowledge of a subject.	He stayed up late revising for his history exam.
A2	lesson	noun	school	урок	A period of time in which a teacher teaches students.	The French lesson lasts forty-five minutes.
A2	class	noun	school	класс	A group of students who are taught together.	There are thirty students in her class.
A2	test	noun	school	контрольная	A set of questions to measure what you know.	She got full marks on the spelling test.
A2	library	noun	school	библиотека	A place where books and other materials are kept for people to borrow or read.	He went to the library after school to study.
A2	dictionary	noun	school	словарь	A book that lists words alphabetically with their meanings.	She looked up the word in her dictionary.
A2	learn	verb	school	учиться	To gain knowledge or skill through study or experience.	She is learning to play the violin.
A2	study	verb	school	изучать	To spend time reading and learning about a subject.	He studied for three hours before the exam.
A2	football	noun	sport	футбол	A team sport played by kicking a round ball into a goal.	He plays football with his friends every Saturday.
A2	swimming	noun	sport	плавание	The activity of moving through water using your arms and legs.	She goes swimming in the pool three times a week.
A2	tennis	noun	sport	теннис	A sport played with rackets and a ball on a court.	They played tennis in the park on Sunday afternoon.
A2	team	noun	sport	команда	A group of people who play a sport together.	Their team won the championship for the third year in a row.
A2	match	noun	sport	матч	An organised game between two teams or players.	We watched the football match on television.
A2	win	verb	sport	выигрывать	To come first in a competition or game.	She trained hard every day because she wanted to win the race.
A2	lose	verb	sport	проигрывать	To not win a game or competition.	They lost the match by two goals.
A2	play	verb	sport	играть	To take part in a game or sport.	He plays basketball twice a week after school.
A2	score	noun	sport	счёт	The number of points that each side has in a game.	The score at half time was two goals to one.
A2	practise	verb	sport	тренироваться	To do something regularly to improve your skill at it.	She practises the piano for an hour every afternoon.
A2	job	noun	work	работа	The regular paid work that you do.	She got a new job at the local hospital.
A2	work	noun	work	работа (место)	The place where you go to earn money.	He leaves for work at eight o'clock every morning.
A2	office	noun	work	офис	A room or building where people work at desks.	She works in an office in the city centre.
A2	meeting	noun	work	встреча/совещание	An occasion when people come together to discuss something.	He had three meetings before lunch on Tuesday.
A2	boss	noun	work	начальник	The person who is in charge at your workplace.	She asked her boss for permission to leave early.
A2	colleague	noun	work	коллега	A person you work with.	His colleagues organised a surprise party for his birthday.
A2	salary	noun	work	зарплата	The money you receive regularly from your employer.	She got a pay rise and her salary increased by ten percent.
A2	interview	noun	work	собеседование	A formal meeting where someone is asked questions for a job.	He prepared carefully for the job interview the next morning.
A2	email	noun	technology	электронная почта	A message sent electronically over the internet.	She sent an email to confirm the appointment.
A2	phone	noun	technology	телефон	A device used to make calls and send messages.	He forgot his phone at home and felt lost all day.
A2	computer	noun	technology	компьютер	An electronic device that stores and processes data.	She spent the afternoon working on her computer.
A2	internet	noun	technology	интернет	A global network connecting millions of computers.	He looked up the recipe on the internet.
A2	website	noun	technology	веб-сайт	A collection of web pages belonging to a company or person.	She found the information on the company's website.
A2	app	noun	technology	приложение	A piece of software designed for a mobile phone or tablet.	He downloaded an app to help him learn Spanish.
A2	message	noun	technology	сообщение	A piece of written or spoken information sent to someone.	She left a message on his phone asking him to call back.
A2	download	verb	technology	скачивать	To copy data from the internet to your device.	He downloaded the map before going somewhere without wifi.
A2	search	verb	technology	искать	To look for something, especially on the internet.	She searched online for cheap flights to Rome.
A2	health	noun	health	здоровье	The condition of your body or mind.	Regular exercise is very important for your health.
A2	doctor	noun	health	врач	A person trained in medicine who treats sick people.	She went to the doctor because she had a bad cough.
A2	hospital	noun	health	больница	A place where sick or injured people are cared for by doctors.	He was taken to hospital after the accident.
A2	medicine	noun	health	лекарство	A substance taken to treat illness or relieve pain.	The doctor prescribed medicine to help with the infection.
A2	ill	adjective	health	больной	Suffering from a disease or feeling unwell.	She felt ill after eating the seafood at the restaurant.
A2	hurt	verb	health	болеть	To feel or cause pain.	His back hurt after sitting at the desk all day.
A2	headache	noun	health	головная боль	A pain you feel inside your head.	She had a terrible headache and had to lie down.
A2	tired	adjective	health	усталый	Feeling that you need to sleep or rest.	He was so tired after the long journey that he fell asleep immediately.
A2	country	noun	geography	страна	A nation with its own government and territory.	She has visited fifteen countries in Europe.
A2	city	noun	geography	город	A large and important town.	He moved to the city to find better work opportunities.
A2	map	noun	geography	карта	A drawing of an area showing roads, cities, and natural features.	She studied the map before driving to the unfamiliar town.
A2	north	noun	geography	север	The direction towards the North Pole.	The mountains are to the north of the city.
A2	south	noun	geography	юг	The direction opposite to north.	They drove south along the coast.
A2	east	noun	geography	восток	The direction where the sun rises.	The new hotel is on the east side of the river.
A2	west	noun	geography	запад	The direction where the sun sets.	The sun sets in the west every evening.
A2	beach	noun	geography	пляж	An area of sand or stones beside the sea.	They spent the afternoon relaxing on the beach.
A2	river	noun	geography	река	A large natural flow of water moving towards the sea.	They swam in the river on the hot summer afternoon.
A2	forest	noun	geography	лес	A large area of land covered with trees.	They went hiking through the forest for three hours.
A2	mountain	noun	geography	гора	A very high area of land with steep sides.	She could see the mountain covered in snow from her window.
A2	flat	noun	home	квартира	An apartment; a set of rooms on one floor of a building.	She rents a small flat in the city centre.
A2	furniture	noun	home	мебель	The large movable objects in a room such as tables and chairs.	They bought new furniture for the living room.
A2	cooker	noun	home	плита	A device used for cooking food, with an oven and rings on top.	The cooker stopped working so she ordered a pizza instead.
A2	fridge	noun	home	холодильник	A large electrical appliance used to keep food cold.	She put the leftover soup in the fridge.
A2	sofa	noun	home	диван	A long comfortable seat with a back and arms for two or more people.	He sat on the sofa and watched television all evening.
A2	carpet	noun	home	ковёр	A thick covering of woven material that covers a floor.	The cat had walked mud across the white carpet.
A2	lamp	noun	home	лампа	A device that produces light, especially one with a shade.	She turned on the bedside lamp to read her book.
A2	shower	noun	home	душ	A device that sprays water over your body for washing.	He has a cold shower every morning to wake himself up.
A2	clothes	noun	clothing	одежда	Things you wear on your body such as shirts and trousers.	She packed her clothes into a suitcase.
A2	shirt	noun	clothing	рубашка	A piece of clothing for the upper body with a collar and buttons.	He ironed his shirt before the job interview.
A2	dress	noun	clothing	платье	A piece of clothing that covers a woman's body and reaches her legs.	She wore a blue dress to the wedding.
A2	jeans	noun	clothing	джинсы	Trousers made from denim material.	He wore jeans and a T-shirt to the casual party.
A2	jacket	noun	clothing	куртка	A short coat that covers the upper part of the body.	She put on her jacket because it was cold outside.
A2	boots	noun	clothing	сапоги	Shoes that cover your foot and part of your leg.	He put on his boots before going out in the snow.
A2	hat	noun	clothing	шляпа/шапка	A covering for the head, worn as protection or decoration.	She wore a wide hat to protect her face from the sun.
A2	uniform	noun	clothing	форма	A special set of clothes worn by members of an organisation.	All the students wear a blue and white uniform at that school.
A2	hotel	noun	travel	гостиница	A building where you pay to stay in a room for one or more nights.	They stayed in a hotel near the beach during their holiday.
A2	holiday	noun	travel	отпуск/каникулы	A period of time when you do not have to work or go to school.	She spent her holiday on a small island in Greece.
A2	passport	noun	travel	паспорт	An official document that proves your identity when you travel abroad.	He checked that his passport was still valid before booking the flight.
A2	luggage	noun	travel	багаж	Bags and cases that you take with you when you travel.	She could only take one piece of luggage on the budget flight.
A2	visa	noun	travel	виза	An official permission stamped in your passport to enter a country.	He had to apply for a visa six weeks before his trip.
A2	tour	noun	travel	экскурсия	An organised trip to visit places of interest.	They went on a guided tour of the old city.
A2	guide	noun	travel	гид	A person who shows tourists around a place.	The guide explained the history of each building they visited.
A2	adventure	noun	travel	приключение	An unusual, exciting, or sometimes dangerous experience.	Travelling alone was the greatest adventure of her life.
A2	arrive	verb	travel	прибывать	To reach the place you have been travelling to.	The train arrived twenty minutes late.
A2	book	verb	travel	бронировать	To arrange in advance to have a seat, room, or ticket.	She booked the hotel three months before her trip.
A2	breakfast	noun	food	завтрак	The first meal of the day, eaten in the morning.	He always has a full breakfast before going to work.
A2	lunch	noun	food	обед	A meal eaten in the middle of the day.	She had a sandwich for lunch at her desk.
A2	dinner	noun	food	ужин	The main meal of the day, usually eaten in the evening.	The whole family sat together for dinner on Sunday.
A2	restaurant	noun	food	ресторан	A place where meals are cooked and served to customers.	They celebrated her birthday at an Italian restaurant.
A2	menu	noun	food	меню	A list of food and drink available in a restaurant.	He studied the menu for several minutes before ordering.
A2	waiter	noun	food	официант	A person who serves food and drink at tables in a restaurant.	The waiter brought the wrong dish by mistake.
A2	vegetable	noun	food	овощ	A plant or part of a plant used as food.	She eats a variety of vegetables with every meal.
A2	fruit	noun	food	фрукт	The sweet or sour part of a plant that contains seeds and is eaten.	Fresh fruit is the best option for a healthy snack.
A2	sugar	noun	food	сахар	A sweet substance used in food and drinks.	He takes two spoonfuls of sugar in his tea.
A2	salt	noun	food	соль	A white substance used to add flavour to food.	She seasoned the soup with a pinch of salt.
B1	achieve	verb	work_career	достигать	To succeed in doing something after effort.	She worked hard and finally achieved her goal of becoming a doctor.
B1	career	noun	work_career	карьера	The series of jobs or work you do over your working life.	He decided to change his career and become a teacher.
B1	experience	noun	work_career	опыт	Knowledge or skill gained from doing something over time.	The job required at least three years of relevant experience.
B1	skill	noun	work_career	навык	An ability to do something well after training or practice.	Good communication skills are essential for this role.
B1	manage	verb	work_career	управлять	To be in charge of people or a business.	She manages a team of twelve people in the sales department.
B1	colleague	noun	work_career	коллега	A person you work with in your job.	Her colleagues surprised her with a cake on her last day.
B1	promote	verb	work_career	повышать (по службе)	To give someone a higher position in their job.	She was promoted to senior manager after three years.
B1	apply	verb	work_career	подавать заявку	To make a formal request for a job or a place at a university.	He applied for the position as soon as he saw the advertisement.
B1	earn	verb	work_career	зарабатывать	To receive money as payment for work.	She earns enough money to live comfortably in the city.
B1	retire	verb	work_career	выходить на пенсию	To stop working permanently because you have reached a certain age.	He retired at sixty-five after forty years with the same company.
B1	environment	noun	nature	окружающая среда	The natural world, including land, air, water, and all living things.	We must take care of the environment for future generations.
B1	pollution	noun	nature	загрязнение	Harmful substances in the air, water, or land.	Air pollution in the city has reached dangerous levels this summer.
B1	climate	noun	nature	климат	The typical weather conditions in an area over a long period.	The climate in the south of the country is warm and dry.
B1	recycle	verb	nature	перерабатывать	To process used materials so they can be used again.	She recycles glass, paper, and plastic every week.
B1	waste	noun	nature	отходы	Things that are no longer needed and thrown away.	The factory was fined for dumping waste into the river.
B1	energy	noun	nature	энергия	Power from fuel or electricity used to operate machines and heat buildings.	The house gets all its energy from solar panels on the roof.
B1	natural	adjective	nature	природный	Existing in or produced by nature, not made by people.	The valley was full of natural beauty that took her breath away.
B1	wildlife	noun	nature	дикая природа	Animals and plants living in natural conditions.	The national park protects the wildlife of the region.
B1	species	noun	nature	вид (биологический)	A group of animals or plants of the same type that can breed together.	Several species of butterfly are endangered in this region.
B1	forest	noun	nature	лес	A large area of land covered with many trees.	The Amazon forest is the largest tropical forest on Earth.
B1	travel	verb	travel	путешествовать	To make a journey from one place to another.	She loves to travel and has visited over thirty countries.
B1	journey	noun	travel	путешествие/поездка	The act of travelling from one place to another.	The journey from London to Edinburgh takes about five hours by train.
B1	destination	noun	travel	пункт назначения	The place you are travelling to.	Rome was her dream destination for a summer holiday.
B1	accommodation	noun	travel	жильё/проживание	A place where you stay when you are away from home.	They found cheap accommodation in a small guesthouse.
B1	reservation	noun	travel	бронирование	An arrangement made in advance to keep something for you.	He made a reservation at the restaurant for six o'clock.
B1	local	adjective	travel	местный	Belonging to or connected with a particular area.	She asked a local person for directions to the museum.
B1	culture	noun	travel	культура	The customs, arts, and beliefs of a society.	She was fascinated by the culture of the country she was visiting.
B1	tourist	noun	travel	турист	A person who visits a place for pleasure or interest.	The city centre was full of tourists taking photographs.
B1	sightseeing	noun	travel	осмотр достопримечательностей	The activity of visiting famous or interesting places.	They spent the morning sightseeing and the afternoon relaxing.
B1	backpack	noun	travel	рюкзак	A bag carried on your back, used especially for hiking or travel.	She packed everything into a backpack and set off on her trip.
B1	feeling	noun	emotions	чувство	An emotional state or reaction.	She had a strange feeling that something was about to happen.
B1	excited	adjective	emotions	взволнованный	Feeling enthusiastic and eager about something that is going to happen.	The children were so excited about the trip to the theme park.
B1	nervous	adjective	emotions	нервный	Feeling worried or slightly afraid about something.	He was nervous before his driving test and his hands were shaking.
B1	disappointed	adjective	emotions	разочарованный	Sad because something you hoped for did not happen.	She was disappointed when she didn't get the job she applied for.
B1	proud	adjective	emotions	гордый	Feeling pleased and satisfied because of your achievements.	His parents were very proud when he graduated from university.
B1	embarrassed	adjective	emotions	смущённый	Feeling uncomfortable or shy because of something you said or did.	He was embarrassed when he forgot her name at the party.
B1	lonely	adjective	emotions	одинокий	Sad because you are alone or have no friends.	She felt lonely after moving to a new city where she knew nobody.
B1	confident	adjective	emotions	уверенный в себе	Feeling sure about yourself and your abilities.	She felt confident after months of preparation for the presentation.
B1	surprised	adjective	emotions	удивлённый	Feeling astonishment caused by something unexpected.	He was surprised to find a letter waiting for him when he got home.
B1	worried	adjective	emotions	обеспокоенный	Feeling anxious about something that might happen.	She was worried about her son who hadn't called in a week.
B1	society	noun	society	общество	The large group of people living together in a community.	Technology has changed the way modern society communicates.
B1	government	noun	society	правительство	The group of people who control and make decisions for a country.	The government announced new measures to reduce unemployment.
B1	law	noun	society	закон	A rule made by the government that everyone must obey.	There is a law against using your phone while driving.
B1	election	noun	society	выборы	An organised event at which people vote to choose a leader.	Millions of people voted in the general election last week.
B1	vote	verb	society	голосовать	To formally choose between options by marking a ballot.	She voted in every election since she turned eighteen.
B1	democracy	noun	society	демократия	A system of government in which citizens vote for their leaders.	They fought for democracy and the right to vote freely.
B1	citizen	noun	society	гражданин	A person who legally belongs to a particular country.	Every citizen has both rights and responsibilities.
B1	community	noun	society	сообщество	A group of people living in the same area or sharing common interests.	The local community raised money to restore the old church.
B1	tradition	noun	society	традиция	A custom or way of behaving that has existed for a long time.	It is a family tradition to have a big dinner on New Year's Eve.
B1	generation	noun	society	поколение	All the people born and living at about the same time.	The younger generation uses technology very differently from their parents.
B1	economy	noun	business	экономика	The system of trade and business in a country.	The economy grew by three percent last year.
B1	business	noun	business	бизнес	An organisation that buys and sells goods or services.	She started her own business selling handmade candles online.
B1	product	noun	business	продукт	Something made to be sold.	They launched a new product aimed at young people.
B1	customer	noun	business	клиент	A person who buys goods or services from a shop or business.	The shop offers a discount to loyal customers.
B1	advertise	verb	business	рекламировать	To tell people about a product through media to encourage them to buy it.	The company advertises its products on social media.
B1	profit	noun	business	прибыль	The money a business makes after paying all its costs.	The company made a large profit in its first year of trading.
B1	market	noun	business	рынок	The activity of buying and selling goods and services.	The new phone quickly captured a large share of the market.
B1	cost	noun	business	стоимость	The amount of money needed to buy or do something.	The cost of living in the capital is much higher than in rural areas.
B1	invest	verb	business	инвестировать	To put money into something to make a profit in the future.	She invested her savings in a small property.
B1	brand	noun	business	бренд	A name given to a product by the company that makes it.	He only buys one brand of coffee because he loves the taste.
B1	describe	verb	language	описывать	To give details about what someone or something is like.	He described the strange noise he had heard in the night.
B1	explain	verb	language	объяснять	To make something clear and easy to understand.	The teacher explained the new grammar rule slowly.
B1	argue	verb	language	спорить	To give reasons for or against something; to disagree with someone.	She argued that the new policy was unfair to young workers.
B1	discuss	verb	language	обсуждать	To talk about something with other people to share ideas.	They discussed the problem for an hour without finding a solution.
B1	agree	verb	language	соглашаться	To have the same opinion as someone else.	He agreed with her suggestion to postpone the meeting.
B1	suggest	verb	language	предлагать	To mention an idea or plan for someone to consider.	She suggested that they try the new restaurant on the high street.
B1	opinion	noun	language	мнение	Your personal view or judgement about something.	In my opinion, the film was too long.
B1	example	noun	language	пример	A thing that shows what something else is like.	She gave several examples to support her argument.
B1	translate	verb	language	переводить	To change words from one language into another.	He translated the letter from Spanish into English.
B1	communication	noun	language	общение	The activity of sharing information or feelings with others.	Good communication is the key to a successful relationship.
B1	technology	noun	technology	технология	The use of scientific knowledge for practical purposes.	New technology is changing the way people work.
B1	software	noun	technology	программное обеспечение	Programs used to operate a computer.	She updated the software on her laptop every week.
B1	device	noun	technology	устройство	A piece of equipment designed for a particular purpose.	He uses a small device to monitor his heart rate.
B1	network	noun	technology	сеть	A system of connected computers or people.	The company uses a secure network to protect its data.
B1	digital	adjective	technology	цифровой	Relating to information stored and processed by computers.	She prefers digital books because she can carry hundreds on one device.
B1	connect	verb	technology	подключаться	To join or link things or people together.	He connected his laptop to the projector for the presentation.
